ticker,company_name,sector,year,cik,accession_number,filing_date,filing_url,scrape_status,missing_reason,doc_size_bytes,total_word_count,esg_section_word_count,has_explicit_esg_section,climate_mention_count,diversity_mention_count,governance_mention_count,esg_keyword_density,net_zero_target_year,pct_women_board,has_quantitative_targets,esg_themes,climate_commitment,dei_disclosure_quality,changed_from_prior,change_confidence,change_summary,register,analyst_notes,ngram_similarity,analysis_method,theme_climate_risk,theme_climate_opportunity,theme_emissions_targets,theme_board_diversity,theme_workforce_dei,theme_human_capital,theme_esg_oversight,theme_stakeholder_engagement,theme_exec_comp_linkage,theme_supply_chain,theme_political_lobbying,theme_risk_disclosure
BKNG,Booking Holdings Inc.,Consumer Discretionary,2017,1075531,0001308179-17-000159,2017-04-25,https://www.sec.gov/Archives/edgar/data/1075531/000130817917000159/lpcln2017_def14a.htm,OK,,1183747,43996,0,False,0,96,0,2.18,,25.0,False,HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT,,LOW,False,HIGH,No material change in ESG disclosure approach between years - both focus primarily on business operations and customer service with minimal ESG content.,ASPIRATIONAL,"Both years lack substantive ESG disclosures despite being a global company with 18,000+ employees across 130+ nationalities. The focus remains entirely on business performance and innovation rather than environmental impact, governance practices, or diversity metrics that would be expected from a major travel/hospitality platform.",0.8496,llm,0,0,0,0,0,1,0,1,0,0,0,0
BKNG,Booking Holdings Inc.,Consumer Discretionary,2018,1075531,0001308179-18-000213,2018-04-26,https://www.sec.gov/Archives/edgar/data/1075531/000130817918000213/lbkng2018_def14a.htm,OK,,1392556,59515,62,True,0,4,0,64.52,,25.0,False,ESG_OVERSIGHT|WORKFORCE_DEI,,LOW,True,HIGH,Company shifted from general international expansion narrative in 2017 to explicit commitment for dedicated ESG and diversity reporting location in 2018.,COMPLIANCE,"Notable strategic shift toward formal ESG disclosure infrastructure with commitment to create dedicated sustainability and diversity information location for shareholders. However, current disclosure remains at boilerplate level with no specific programs, metrics, or climate commitments despite operating in carbon-intensive travel sector.",0.0015,llm,0,0,0,0,1,0,1,0,0,0,0,0
BKNG,Booking Holdings Inc.,Consumer Discretionary,2019,1075531,0001308179-19-000158,2019-04-23,https://www.sec.gov/Archives/edgar/data/1075531/000130817919000158/lbkng2019_def14a.htm,OK,,1162227,45402,1294,True,0,1,0,0.77,,25.0,False,HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,,MEDIUM,True,HIGH,"2019 proxy significantly expanded ESG disclosure with specific programs and metrics, including €500K in tech scholarships for women and quantified volunteer hours, compared to 2018's brief mention of a sustainability webpage.",ASPIRATIONAL,"Booking Holdings demonstrates meaningful ESG evolution with concrete initiatives like the €2M Booking Booster sustainable tourism grants and quantified community impact (30,900 volunteer hours, 2.7M meals). However, climate-related disclosures remain notably absent despite operating in a carbon-intensive travel sector.",0.0478,llm,0,0,0,0,1,1,0,1,0,0,0,0
BKNG,Booking Holdings Inc.,Consumer Discretionary,2020,1075531,0001308179-20-000206,2020-04-24,https://www.sec.gov/Archives/edgar/data/1075531/000130817920000206/lbkng2020_def14a.htm,OK,,1464487,40998,114,True,0,2,0,17.54,,25.0,False,STAKEHOLDER_ENGAGEMENT,,LOW,True,HIGH,"Significant reduction in ESG disclosure from 2019 to 2020, with detailed sustainability initiatives and diversity programs removed in favor of minimal section header only.",COMPLIANCE,"The 2020 filing shows a dramatic reduction from robust CSR disclosure to minimal compliance-level reporting, removing all quantitative metrics and specific program details that demonstrated meaningful stakeholder engagement in prior year.",0.081,llm,0,0,0,0,0,0,0,1,0,0,0,0
BKNG,Booking Holdings Inc.,Consumer Discretionary,2021,1075531,0001308179-21-000239,2021-04-20,https://www.sec.gov/Archives/edgar/data/1075531/000130817921000239/lbkng2021_def14a.htm,OK,,1803579,68536,110,True,0,2,0,18.18,,25.0,False,,,LOW,True,HIGH,"The 2021 text shows significant formatting degradation with fragmented structure compared to the cleaner 2020 section organization, though core compensation topics remain similar.",COMPLIANCE,"Both years show minimal ESG integration beyond basic 'Sustainability' section header with no substantive climate or DEI content visible. The deteriorated formatting in 2021 suggests potential data extraction issues rather than meaningful policy changes, making strategic ESG assessment difficult from these table-of-contents style excerpts.",0.5687,llm,0,0,0,0,0,0,0,0,0,0,0,0
BKNG,Booking Holdings Inc.,Consumer Discretionary,2022,1075531,0001308179-22-000271,2022-04-26,https://www.sec.gov/Archives/edgar/data/1075531/000130817922000271/lbkng2022_def14a.htm,OK,,1623321,51447,120,True,0,2,0,16.67,2040,25.0,False,,,LOW,False,HIGH,No material change,COMPLIANCE,"Both years show only table of contents headers with no substantive ESG content. The presence of 'Sustainability' as a section header suggests ESG content exists elsewhere in the filing, but this excerpt provides no actionable information for ESG analysis.",0.5938,llm,0,0,0,0,0,0,0,0,0,0,0,0
BKNG,Booking Holdings Inc.,Consumer Discretionary,2023,1075531,0001308179-23-000754,2023-04-24,https://www.sec.gov/Archives/edgar/data/1075531/000130817923000754/lbkng2023_def14a.htm,OK,,1656708,49050,1208,True,1,2,0,2.48,2022,25.0,False,CLIMATE_OPPORTUNITY|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT,,LOW,True,HIGH,"2023 adds substantial ESG content including Travel Sustainable program expansion, Ukrainian refugee assistance, AI ethics considerations, and references to Climate Action Plan commitments, while 2022 had minimal ESG content.",ASPIRATIONAL,"Booking Holdings significantly expanded ESG disclosure in 2023, positioning travel as a 'force for good' and emphasizing sustainable travel technology. However, the text cuts off mid-sentence when discussing Climate Action Plan commitments, preventing assessment of specific climate targets. The company demonstrates concrete ESG action through Ukrainian refugee support (70,000 helped) and cross-brand sustainability program implementation.",0.1206,llm,0,1,0,0,0,1,0,1,0,0,0,0
BKNG,Booking Holdings Inc.,Consumer Discretionary,2024,1075531,0001308179-24-000549,2024-04-23,https://www.sec.gov/Archives/edgar/data/1075531/000130817924000549/lbkng2024_def14a.htm,OK,,1421855,50082,137,True,0,2,0,14.6,,25.0,False,HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT,,LOW,False,HIGH,No material change in ESG content between years - both versions contain only basic table of contents with 'Sustainability' section heading and minimal substantive content.,COMPLIANCE,"Both years show extremely limited ESG disclosure in this excerpt, with only a 'Sustainability' section header visible. The 2023 text includes brief mentions of Ukrainian refugee assistance and travel's societal benefits, but lacks any structured ESG framework, metrics, or commitments that would indicate meaningful ESG integration into corporate strategy.",0.1253,llm,0,0,0,0,0,1,0,1,0,0,0,0
HD,The Home Depot Inc.,Consumer Discretionary,2016,354950,0001193125-16-529376,2016-04-04,https://www.sec.gov/Archives/edgar/data/354950/000119312516529376/d24558ddef14a.htm,OK,,1488154,36596,669,True,0,20,0,29.9,,,False,HUMAN_CAPITAL|WORKFORCE_DEI,,MEDIUM,,,No prior year available,COMPLIANCE,"Home Depot responds defensively to a recurring diversity disclosure proposal (rejected 13 times), emphasizing cultural initiatives and programs but avoiding specific demographic metrics or EEO data. The response highlights structured programs like seven Associate Resource Groups and Women in Leadership but lacks quantitative diversity targets or achievement data that investors seek.",,llm,0,0,0,0,1,1,0,0,0,0,0,0
HD,The Home Depot Inc.,Consumer Discretionary,2017,354950,0001193125-17-108511,2017-04-03,https://www.sec.gov/Archives/edgar/data/354950/000119312517108511/d293861ddef14a.htm,OK,,1429696,40230,1166,True,2,20,0,18.87,,,False,POLITICAL_LOBBYING|WORKFORCE_DEI,,MEDIUM,True,HIGH,HD elevated their diversity leadership role from 'Director - Diversity and Inclusion' to 'Chief Diversity Officer' and reduced diversity training videos from four to unspecified number.,COMPLIANCE,"The elevation to Chief Diversity Officer signals organizational commitment to diversity leadership, while the new political contributions proposal reveals shareholder concerns about alignment between HD's stated environmental/diversity values and political giving patterns. The detailed criticism of specific political recipients suggests reputational risk management challenges.",0.5399,llm,0,0,0,0,1,0,0,0,0,0,1,0
HD,The Home Depot Inc.,Consumer Discretionary,2018,354950,0001193125-18-104990,2018-04-02,https://www.sec.gov/Archives/edgar/data/354950/000119312518104990/d504528ddef14a.htm,OK,,1378824,42321,1212,True,0,1,0,0.83,,,False,ESG_OVERSIGHT|RISK_DISCLOSURE|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,,MEDIUM,True,HIGH,"The 2018 text removes specific diversity programs and metrics that were detailed in 2017, replacing them with generic references to company values and culture.",FORMAL,"Home Depot significantly reduced DEI disclosure detail from 2017 to 2018, removing specific programs like Associate Resource Groups, Women in Leadership, and diversity partnerships. The company shifted from defending against a diversity reporting shareholder proposal to brief mentions of values-based culture, suggesting potential strategic retreat from public DEI commitments.",0.4685,llm,0,0,0,0,1,0,1,1,0,0,0,1
HD,The Home Depot Inc.,Consumer Discretionary,2019,354950,0000354950-19-000014,2019-04-08,https://www.sec.gov/Archives/edgar/data/354950/000035495019000014/hd-2019proxystatement.htm,OK,,2023234,43191,701,True,0,5,0,7.13,,,False,ESG_OVERSIGHT|EXEC_COMP_LINKAGE|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,,MEDIUM,True,HIGH,"Home Depot enhanced workforce diversity disclosure in late 2018, adding ethnic and gender statistics to their website and committing to include this in their annual Responsibility Report.",COMPLIANCE,The company responded directly to shareholder engagement by enhancing diversity disclosure and reducing special meeting threshold from 25% to 15%. Notable addition of reputational harm clause to executive compensation clawback policy shows governance evolution.,0.3746,llm,0,0,0,0,1,0,1,1,1,0,0,0
HD,The Home Depot Inc.,Consumer Discretionary,2020,354950,0000354950-20-000024,2020-04-06,https://www.sec.gov/Archives/edgar/data/354950/000035495020000024/hd-2020proxystatement.htm,OK,,2292138,46696,923,True,0,4,0,4.33,,,False,ESG_OVERSIGHT|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,,LOW,True,HIGH,Added reference to overboarding policy changes and increased shareholder return from $10.0B to $13.0B. COVID-19 meeting format changes introduced.,COMPLIANCE,"Home Depot emphasizes procedural governance improvements from shareholder engagement but provides minimal substantive ESG content. The diversity disclosure remains vague boilerplate without metrics, and there are no climate commitments despite being in a sector with significant supply chain and operational environmental impacts.",0.7157,llm,0,0,0,0,1,0,1,1,0,0,0,0
HD,The Home Depot Inc.,Consumer Discretionary,2021,354950,0000354950-21-000116,2021-04-05,https://www.sec.gov/Archives/edgar/data/354950/000035495021000116/hd-2021proxystatementng.htm,OK,,1798097,46033,1014,True,1,20,0,20.71,,,False,BOARD_DIVERSITY|ESG_OVERSIGHT|POLITICAL_LOBBYING|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,,MEDIUM,True,HIGH,"Significant expansion of DEI commitments with specific initiatives like unconscious bias training and enhanced Office of Diversity, Equity and Inclusion. Added ESG oversight to committee charter and committed to EEO-1 data disclosure.",COMPLIANCE,"Notable strategic pivot toward comprehensive DEI programming with concrete commitments like EEO-1 disclosure starting 2021 and mandatory unconscious bias training. ESG governance formalized through committee charter amendments, suggesting board-level accountability mechanisms are being institutionalized.",0.6346,llm,0,0,0,1,1,0,1,1,0,0,1,0
HD,The Home Depot Inc.,Consumer Discretionary,2022,354950,0000354950-22-000116,2022-04-04,https://www.sec.gov/Archives/edgar/data/354950/000035495022000116/hd-2022proxystatement.htm,OK,,2041146,64598,843,True,2,7,0,10.68,,38.0,False,CLIMATE_RISK|ESG_OVERSIGHT|POLITICAL_LOBBYING|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,new climate-related goals,MEDIUM,True,HIGH,"Company delivered on 2021 commitment to disclose EEO-1 workforce composition data and announced new climate goals, showing progression from planning to implementation.",COMPLIANCE,Home Depot demonstrates follow-through on prior commitments by actually disclosing EEO-1 workforce data as promised. The announcement of 'new climate-related goals' suggests emerging climate strategy but lacks specificity. Board structure changes with Craig Menear transitioning from CEO to Chair role indicates governance evolution.,0.7493,llm,1,0,0,0,1,0,1,1,0,0,1,0
HD,The Home Depot Inc.,Consumer Discretionary,2023,354950,0000354950-23-000101,2023-04-03,https://www.sec.gov/Archives/edgar/data/354950/000035495023000101/hd-20230330.htm,OK,,2085711,54107,896,True,0,7,0,7.81,,,False,BOARD_DIVERSITY|ESG_OVERSIGHT|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,,MEDIUM,True,HIGH,"Company enhanced DEI disclosure by adding pay equity data for U.S. workforce in 2022 ESG Report, responding to investor feedback. Climate-related goals mentioned in 2022 were removed from 2023 disclosure.",COMPLIANCE,"Notable leadership transition from Craig Menear to Ted Decker completed in 2022 with board oversight. Climate commitments that were highlighted in 2022 (new climate-related goals) disappeared from 2023 disclosure, suggesting potential strategic shift or deprioritization of climate messaging.",0.742,llm,0,0,0,1,1,0,1,1,0,0,0,0
HD,The Home Depot Inc.,Consumer Discretionary,2024,354950,0000354950-24-000108,2024-04-01,https://www.sec.gov/Archives/edgar/data/354950/000035495024000108/hd-20240401.htm,OK,,1995614,53110,45,True,0,1,1,44.44,,,False,BOARD_DIVERSITY|ESG_OVERSIGHT|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,,LOW,True,HIGH,"Current text provides only section headers with no substantive ESG content, representing a significant reduction from prior year's detailed discussion of diversity initiatives, pay equity disclosure, and leadership transition oversight.",COMPLIANCE,"The 2024 excerpt shows a stark retreat to bare-bones section headers after 2023's substantive ESG content including pay equity disclosures and diversity commitments. This suggests either a structural reorganization of the proxy or potential deprioritization of ESG narrative, which would be notable given increasing investor focus on these topics.",0.0599,llm,0,0,0,1,1,0,1,1,0,0,0,0
LOW,Lowe's Companies Inc.,Consumer Discretionary,2016,60667,0001193125-16-536350,2016-04-11,https://www.sec.gov/Archives/edgar/data/60667/000119312516536350/d84644ddef14a.htm,OK,,1315021,38282,197,True,0,0,0,0.0,,,False,ESG_OVERSIGHT|EXEC_COMP_LINKAGE|STAKEHOLDER_ENGAGEMENT,,LOW,,,No prior year available,COMPLIANCE,"The 2016 disclosure focuses heavily on governance mechanics (board oversight, succession planning, shareholder engagement) with minimal ESG substance. Executive compensation is linked to business performance but lacks any environmental or social metrics, representing a missed opportunity for ESG integration.",,llm,0,0,0,0,0,0,1,1,1,0,0,0
LOW,Lowe's Companies Inc.,Consumer Discretionary,2017,60667,0001193125-17-131092,2017-04-21,https://www.sec.gov/Archives/edgar/data/60667/000119312517131092/d271275ddef14a.htm,OK,,1229652,34013,234,True,0,0,0,0.0,,,False,ESG_OVERSIGHT|RISK_DISCLOSURE|STAKEHOLDER_ENGAGEMENT,,LOW,False,HIGH,"No material change in ESG disclosures between years, with identical governance framework and same minimal ESG coverage.",COMPLIANCE,"Minimal ESG content focused purely on governance structures with 'Sustainability and Public Policy Matters' mentioned but not elaborated. Notable absence of climate commitments, diversity metrics, or stakeholder materiality discussions despite being a major retailer with significant environmental footprint.",0.3971,llm,0,0,0,0,0,0,1,1,0,0,0,1
LOW,Lowe's Companies Inc.,Consumer Discretionary,2018,60667,0001193125-18-123722,2018-04-20,https://www.sec.gov/Archives/edgar/data/60667/000119312518123722/d506121ddef14a.htm,OK,,1318887,34698,251,True,0,0,1,3.98,,,False,ESG_OVERSIGHT,,LOW,True,HIGH,ESG governance disclosure expanded from 'Sustainability and Public Policy Matters' to 'Sustainability and Social Responsibility Matters' with addition of proxy access adoption.,COMPLIANCE,"Lowe's 2018 proxy shows minimal ESG substance beyond governance mechanics like proxy access and board independence. Notable absence of climate, diversity, or human capital commitments despite retail sector exposure to environmental and workforce issues.",0.5262,llm,0,0,0,0,0,0,1,0,0,0,0,0
LOW,Lowe's Companies Inc.,Consumer Discretionary,2019,60667,0001193125-19-110021,2019-04-18,https://www.sec.gov/Archives/edgar/data/60667/000119312519110021/d687530ddef14a.htm,OK,,2033703,37520,309,True,0,0,1,3.24,,,False,ESG_OVERSIGHT,,LOW,True,HIGH,"Board committee structure changed from separate Public Policy committee in 2018 to combined Sustainability and Technology committee in 2019, indicating organizational shift in ESG oversight approach.",COMPLIANCE,The merger of sustainability oversight with technology committee suggests Lowe's is viewing ESG through an operational/technology lens rather than as standalone governance issue. The reduction from 13 to 12 director nominees and elimination of separate Public Policy committee may indicate streamlined governance structure but potentially reduced dedicated ESG focus.,0.5207,llm,0,0,0,0,0,0,1,0,0,0,0,0
LOW,Lowe's Companies Inc.,Consumer Discretionary,2020,60667,0001193125-20-108770,2020-04-16,https://www.sec.gov/Archives/edgar/data/60667/000119312520108770/d876223ddef14a.htm,OK,,1408633,42077,282,True,0,0,1,3.55,,,False,ESG_OVERSIGHT,,LOW,True,HIGH,"Board composition changed from 11 of 12 independent directors to 10 of 11, and added prohibition on hedging and pledging of company stock as a governance enhancement.",COMPLIANCE,"ESG content is minimal and focused solely on governance structure and board independence. Notable absence of any environmental, climate, or diversity-specific disclosures despite having a dedicated Sustainability committee, suggesting governance-heavy ESG approach.",0.6321,llm,0,0,0,0,0,0,1,0,0,0,0,0
LOW,Lowe's Companies Inc.,Consumer Discretionary,2021,60667,0001193125-21-117203,2021-04-15,https://www.sec.gov/Archives/edgar/data/60667/000119312521117203/d64263ddef14a.htm,OK,,1407865,41331,466,True,2,6,1,19.31,,,False,BOARD_DIVERSITY|CLIMATE_RISK|ESG_OVERSIGHT|HUMAN_CAPITAL|SUPPLY_CHAIN|WORKFORCE_DEI,,LOW,True,HIGH,"Significant expansion from 2020 focus on governance mechanics to comprehensive ESG narrative including corporate responsibility strategy, environmental commitments, and D&I integration across talent, culture and business.",ASPIRATIONAL,"The company dramatically expanded ESG disclosure scope from governance-only focus to comprehensive corporate responsibility strategy. However, the environmental commitments remain aspirational without specific targets or timelines, and D&I discussion lacks quantitative metrics despite claiming strategic integration across three business areas.",0.3197,llm,1,0,0,1,1,1,1,0,0,1,0,0
LOW,Lowe's Companies Inc.,Consumer Discretionary,2022,60667,0001193125-22-105006,2022-04-14,https://www.sec.gov/Archives/edgar/data/60667/000119312522105006/d301898ddef14a.htm,OK,,1843716,62554,362,True,1,2,2,13.81,2022,39.0,False,BOARD_DIVERSITY|CLIMATE_RISK|EMISSIONS_TARGETS|ESG_OVERSIGHT|HUMAN_CAPITAL|WORKFORCE_DEI,committed to setting a science based net-zero target in 2022,LOW,True,HIGH,Company upgraded climate commitment from general greenhouse gas emissions goals to specific science-based net-zero target commitment. Governance structure enhanced with new Sustainability Committee for direct oversight.,FORMAL,"Notable strategic shift toward formal climate commitments with science-based targets and dedicated board-level sustainability oversight structure. However, diversity disclosure remains generic without specific metrics or quantitative goals despite continued emphasis on inclusion initiatives.",0.5822,llm,1,0,1,1,1,1,1,0,0,0,0,0
LOW,Lowe's Companies Inc.,Consumer Discretionary,2023,60667,0001193125-23-099980,2023-04-13,https://www.sec.gov/Archives/edgar/data/60667/000119312523099980/d392221ddef14a.htm,OK,,1917180,44805,404,True,4,0,1,12.38,,,False,EMISSIONS_TARGETS|ESG_OVERSIGHT|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT,"net-zero emissions across our full value chain, including scopes 1, 2 and 3 by 2050",LOW,True,HIGH,Company progressed from a general commitment to set science-based targets in 2022 to announcing a specific net-zero emissions target by 2050 in 2023. Enhanced shareholder engagement disclosure with specific metrics on outreach coverage.,COMPLIANCE,"Notable advancement in climate commitment specificity with formal net-zero target aligned to Science Based Targets initiative. Robust shareholder engagement program demonstrates proactive investor relations approach with quantified engagement metrics (43% ownership outreach, 32% meetings). Missing meaningful DEI metrics despite mentioning EEO-1 data and pay gap analysis releases.",0.5916,llm,0,0,1,0,0,1,1,1,0,0,0,0
